Li2O,ZnO,TiO2,ZrO2,CaO,Nb2O5,Nb2O3,Al2O3,B2O3,Sb2O3,BaO,La2O3,SrO,SiO2,Na2O,PbO,Y2O3,K2O,ABBENUM
0.94,0.0,19.57,7.24,9.71,20.89,0.0,0.0,1.93,0.02,22.68,0.0,0.0,17.01,0.0,0.0,0.0,0.0,24.8899994
0.95,0.0,19.77,7.31,9.08,21.1,0.0,0.0,1.95,0.02,21.22,0.0,0.0,18.62,0.0,0.0,0.0,0.0,24.7600002
0.94,0.0,19.49,7.2,8.95,20.8,0.0,0.0,0.0,0.02,20.93,0.0,0.0,21.69,0.0,0.0,0.0,0.0,25.1399994
0.99,0.0,20.64,7.63,9.48,22.03,0.0,0.0,8.12,0.02,22.16,0.0,0.0,8.95,0.0,0.0,0.0,0.0,23.8700008
1.82,0.0,20.5,5.29,9.04,21.88,0.0,0.0,2.02,0.02,21.14,2.52,0.0,15.78,0.0,0.0,0.0,0.0,24.5100002
1.89,0.0,21.32,1.52,9.4,22.75,0.0,0.0,2.1,0.02,21.98,2.63,0.0,16.41,0.0,0.0,0.0,0.0,24.4699993
1.92,0.0,21.64,0.0,9.54,23.1,0.0,0.0,2.14,0.02,22.31,2.67,0.0,16.66,0.0,0.0,0.0,0.0,24.3099995
1.86,0.0,21.85,5.4,9.91,20.63,0.0,0.0,2.06,0.02,19.62,2.57,0.0,16.08,0.0,0.0,0.0,0.0,24.3899994
1.51,0.0,23.03,4.76,8.23,19.44,0.0,0.0,1.68,0.51,18.92,2.11,0.0,17.64,2.17,0.0,0.0,0.0,24.1000004
1.32,0.0,22.93,4.73,8.2,19.36,0.0,0.0,1.67,0.54,18.84,2.1,0.0,17.56,2.16,0.0,0.0,0.6,24.1900005
1.32,0.0,22.97,4.74,8.21,19.39,0.0,0.0,1.67,0.54,18.88,2.11,0.0,17.6,2.56,0.0,0.0,0.0,24.0699997
1.3,0.0,22.63,4.67,8.09,19.09,0.0,0.0,1.65,0.54,20.5,2.07,0.0,17.33,2.13,0.0,0.0,0.0,24.2700005
1.31,0.0,22.91,4.72,8.89,19.33,0.0,0.0,1.67,0.54,18.82,2.1,0.0,17.55,2.16,0.0,0.0,0.0,24.2900009
2.15,0.0,20.29,4.76,8.17,23.62,0.0,0.0,2.31,0.45,16.52,2.13,0.0,16.68,0.92,0.0,0.0,1.19,24.239999800000003
2.12,0.0,18.0,4.7,8.07,26.68,0.0,0.0,2.28,0.39,16.31,2.1,0.0,16.46,0.91,0.0,0.0,1.18,24.3799992
2.18,0.0,22.63,4.83,8.28,20.47,0.0,0.0,2.34,0.51,16.74,2.16,0.0,16.9,0.94,0.0,0.0,1.2,24.0499992
2.21,0.0,25.03,4.89,8.39,17.25,0.0,0.0,2.37,0.58,16.97,2.19,0.0,17.13,0.94,0.0,0.0,1.22,23.9099998
0.0,0.0,52.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.58,0.0,0.0,0.0,0.0,0.0,0.0,21.8999996
0.0,16.67,3.28,1.01,4.81,4.34,0.0,0.0,5.6,0.0,30.29,0.0,0.0,34.0,0.0,0.0,0.0,0.0,45.6500015
0.0,16.57,2.44,1.94,4.79,4.63,0.0,0.0,5.67,0.0,30.14,0.0,0.0,33.82,0.0,0.0,0.0,0.0,45.0
0.0,16.68,4.25,1.95,4.81,2.26,0.0,0.0,5.71,0.0,30.31,0.0,0.0,34.03,0.0,0.0,0.0,0.0,44.9399986
0.0,16.65,3.27,1.01,4.81,4.34,0.0,0.0,5.7,0.0,30.26,0.0,0.0,33.97,0.0,0.0,0.0,0.0,45.6500015
0.0,15.99,3.14,0.97,0.0,4.17,0.0,0.0,5.48,0.0,29.09,0.0,8.53,32.64,0.0,0.0,0.0,0.0,45.1199989
0.0,16.23,3.98,1.96,0.0,2.12,0.0,0.0,9.25,0.0,29.49,0.0,8.66,28.31,0.0,0.0,0.0,0.0,45.0600014
0.0,15.79,4.64,1.44,0.0,2.05,0.0,0.0,0.0,0.0,28.68,0.0,8.42,38.98,0.0,0.0,0.0,0.0,44.6699982
0.0,16.63,0.0,4.41,4.79,4.35,0.0,0.0,5.68,0.0,30.22,0.0,0.0,33.92,0.0,0.0,0.0,0.0,48.5200005
0.0,16.95,0.0,1.04,0.0,8.3,0.0,3.53,5.79,0.0,29.82,0.0,0.0,34.57,0.0,0.0,0.0,0.0,46.8300018
0.0,16.07,1.1,0.98,4.63,4.18,0.0,0.0,5.5,0.0,29.2,5.58,0.0,32.76,0.0,0.0,0.0,0.0,47.5400009
0.0,16.09,4.33,1.94,0.0,2.3,0.0,0.0,12.37,0.0,29.24,3.22,7.55,22.95,0.0,0.0,0.0,0.0,43.97000120000001
0.0,16.12,4.34,1.95,0.0,2.31,0.0,0.0,12.37,0.0,29.29,0.0,10.64,22.98,0.0,0.0,0.0,0.0,44.1399994
0.0,15.29,3.0,1.39,0.0,3.99,0.0,0.0,5.93,0.0,27.79,6.13,8.11,28.37,0.0,0.0,0.0,0.0,44.3300018
0.0,15.7,3.85,1.9,0.0,2.45,0.0,0.0,8.67,0.0,28.52,4.19,8.37,26.36,0.0,0.0,0.0,0.0,44.3800011
0.0,15.58,4.2,1.89,0.0,2.22,0.0,0.0,11.62,0.0,28.34,7.26,7.33,21.56,0.0,0.0,0.0,0.0,43.5999985
0.0,15.38,4.14,1.87,0.0,2.2,0.0,0.0,11.24,0.0,27.95,6.12,10.16,20.96,0.0,0.0,0.0,0.0,43.6300011
0.0,16.68,4.25,1.95,4.81,2.26,0.0,0.0,5.71,0.0,30.31,0.0,0.0,34.03,0.0,0.0,0.0,0.0,44.9199982
0.0,14.83,4.35,2.01,0.0,3.09,0.0,0.0,10.12,0.0,26.94,9.78,9.79,19.1,0.0,0.0,0.0,0.0,42.00999829999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.17,0.0,0.0,0.0,35.18,0.0,41.65,0.0,0.0,0.0,0.0,46.0999985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.24,0.0,0.0,0.0,43.75,0.0,37.01,0.0,0.0,0.0,0.0,39.9000015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.22,0.0,0.0,0.0,51.35,0.0,30.43,0.0,0.0,0.0,0.0,42.7000008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.53,0.0,0.0,0.0,59.22,0.0,25.24,0.0,0.0,0.0,0.0,42.7999992
0.0,0.0,22.98,0.0,5.0,0.0,0.0,0.0,27.97,0.0,0.0,36.96,0.0,6.99,0.0,0.0,0.0,0.0,30.100000399999995
0.0,0.0,19.0,6.0,18.0,0.0,0.0,0.0,22.0,0.0,0.0,30.0,0.0,5.0,0.0,0.0,0.0,0.0,31.7999992
0.0,0.0,24.0,5.0,23.0,0.0,0.0,0.0,18.0,0.0,0.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,29.7000008
0.0,0.0,20.98,0.0,17.98,0.0,0.0,0.0,19.98,0.0,0.0,34.97,0.0,2.0,0.0,0.0,4.0,0.0,28.7000008
0.0,0.0,27.0,0.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,35.0,0.0,9.0,0.0,0.0,0.0,0.0,27.399999600000005
0.0,0.0,28.0,0.0,12.0,0.0,0.0,0.0,20.0,0.0,0.0,35.0,0.0,5.0,0.0,0.0,0.0,0.0,26.2000008
0.0,0.0,29.97,0.0,11.99,0.0,0.0,0.0,19.98,0.0,0.0,32.97,0.0,3.0,0.0,0.0,2.0,0.0,26.1000004
0.0,2.9,20.99,4.7,1.0,12.59,0.0,0.0,7.0,0.04,13.49,31.89,1.9,3.5,0.0,0.0,0.0,0.0,23.8999996
0.0,2.3,19.69,2.3,0.0,13.59,0.0,0.0,8.2,0.05,14.69,31.98,0.0,6.5,0.0,0.0,0.0,0.0,25.1000004
0.0,2.4,18.1,5.3,0.0,10.1,0.0,0.0,8.0,0.0,16.1,34.0,0.0,6.0,0.0,0.0,0.0,0.0,25.7000008
0.0,2.9,15.0,4.2,0.0,13.3,0.0,0.0,8.7,0.0,13.0,36.0,0.0,6.9,0.0,0.0,0.0,0.0,26.1000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.61,0.0,0.0,82.39,0.0,0.0,0.0,0.0,0.0,0.0,40.4199982
0.0,0.0,0.0,0.0,0.0,13.86,0.0,0.0,18.16,0.0,0.0,67.98,0.0,0.0,0.0,0.0,0.0,0.0,36.1599998
0.0,0.0,0.0,0.0,0.0,25.16,0.0,0.0,13.18,0.0,0.0,61.67,0.0,0.0,0.0,0.0,0.0,0.0,31.350000399999995
0.0,0.0,0.0,0.0,0.0,34.53,0.0,0.0,9.04,0.0,0.0,56.43,0.0,0.0,0.0,0.0,0.0,0.0,26.540000899999995
0.0,0.0,0.0,0.0,0.0,42.43,0.0,0.0,5.56,0.0,0.0,52.01,0.0,0.0,0.0,0.0,0.0,0.0,21.7299995
0.0,0.0,0.0,0.0,0.0,12.23,0.0,0.0,12.81,0.0,0.0,74.96,0.0,0.0,0.0,0.0,0.0,0.0,35.6100006
0.0,0.0,0.0,0.0,0.0,22.44,0.0,0.0,8.81,0.0,0.0,68.75,0.0,0.0,0.0,0.0,0.0,0.0,30.7999992
0.0,0.0,0.0,0.0,0.0,31.08,0.0,0.0,5.43,0.0,0.0,63.49,0.0,0.0,0.0,0.0,0.0,0.0,25.989999800000003
0.0,0.0,0.0,0.0,0.0,38.5,0.0,0.0,2.52,0.0,0.0,58.98,0.0,0.0,0.0,0.0,0.0,0.0,21.1800003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47,0.0,0.0,87.53,0.0,0.0,0.0,0.0,0.0,0.0,40.7799988
0.0,0.0,0.0,0.0,0.0,10.94,0.0,0.0,8.6,0.0,0.0,80.46,0.0,0.0,0.0,0.0,0.0,0.0,34.3800011
0.0,0.0,0.0,0.0,0.0,15.77,0.0,0.0,6.89,0.0,0.0,77.34,0.0,0.0,0.0,0.0,0.0,0.0,32.3199997
0.0,0.0,0.0,0.0,0.0,20.25,0.0,0.0,5.3,0.0,0.0,74.45,0.0,0.0,0.0,0.0,0.0,0.0,30.25
0.0,0.0,0.0,0.0,0.0,28.26,0.0,0.0,2.47,0.0,0.0,69.27,0.0,0.0,0.0,0.0,0.0,0.0,26.1200008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,0.0,0.0,88.85,0.0,0.0,0.0,0.0,0.0,0.0,40.95999910000001
0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,8.49,0.0,0.0,86.1,0.0,0.0,0.0,0.0,0.0,0.0,35.79000089999999
0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,6.81,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0.0,0.0,34.5600014
0.0,0.0,0.0,0.0,0.0,15.01,0.0,0.0,5.24,0.0,0.0,79.74,0.0,0.0,0.0,0.0,0.0,0.0,32.2200012
0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,3.79,0.0,0.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,30.9799995
0.0,0.0,0.0,0.0,0.0,11.41,0.0,0.0,8.97,0.0,0.0,69.93,0.0,0.0,0.0,0.0,9.69,0.0,34.5800018
0.0,0.0,3.52,0.0,0.0,5.58,0.0,0.0,8.77,0.0,0.0,82.12,0.0,0.0,0.0,0.0,0.0,0.0,34.209999100000005
0.0,6.93,0.0,0.0,0.0,10.18,0.0,0.0,8.0,0.0,0.0,74.89,0.0,0.0,0.0,0.0,0.0,0.0,33.6699982
0.0,0.0,0.0,0.0,4.88,10.41,0.0,0.0,8.18,0.0,0.0,76.54,0.0,0.0,0.0,0.0,0.0,0.0,33.7000008
0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,7.54,0.0,12.3,70.57,0.0,0.0,0.0,0.0,0.0,0.0,33.74000170000001
0.0,0.0,0.0,0.0,0.0,60.24,0.0,0.0,0.0,0.0,0.0,39.76,0.0,0.0,0.0,0.0,0.0,0.0,19.6000004
7.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,20.0,0.1,8.0,5.5,13.3,42.3,0.0,0.0,0.0,0.0,61.20000079999999
7.7,0.0,0.0,0.0,5.0,0.0,0.0,3.2,29.0,0.1,8.0,4.0,4.0,39.0,0.0,0.0,0.0,0.0,62.4000015
7.0,0.0,0.0,1.7,6.0,0.0,0.0,3.3,24.0,0.1,8.5,5.0,2.3,41.6,0.2,0.0,0.0,0.3,60.70000079999999
7.7,0.0,0.0,0.0,5.0,0.0,0.0,3.5,21.0,0.1,8.0,7.3,4.0,43.4,0.0,0.0,0.0,0.0,60.79999920000001
7.7,0.0,0.0,0.0,5.0,0.0,0.0,3.5,22.3,0.1,8.0,7.0,4.0,42.4,0.0,0.0,0.0,0.0,61.20000079999999
7.5,0.0,0.0,0.0,5.0,0.0,0.0,3.0,22.0,0.1,0.0,9.0,8.0,43.4,1.0,0.0,0.0,0.0,60.79999920000001
6.0,1.0,0.2,0.5,2.0,0.0,0.0,1.5,29.7,0.1,2.0,8.0,9.0,39.0,1.0,0.0,0.0,0.0,61.79999920000001
6.5,1.7,0.0,0.0,3.7,0.0,0.0,3.8,18.5,0.1,10.5,2.3,9.6,43.3,0.0,0.0,0.0,0.0,61.0
7.0,0.0,0.0,0.0,7.8,0.0,0.0,3.6,18.5,0.1,10.4,0.0,9.0,43.6,0.0,0.0,0.0,0.0,60.79999920000001
0.0,0.0,0.0,0.0,0.0,35.23,0.0,0.0,0.0,0.0,0.0,64.77,0.0,0.0,0.0,0.0,0.0,0.0,37.2999992
0.0,0.0,0.0,0.0,0.0,55.03,0.0,0.0,0.0,0.0,0.0,44.97,0.0,0.0,0.0,0.0,0.0,0.0,33.5
0.0,0.0,0.0,0.0,0.0,60.24,0.0,0.0,0.0,0.0,0.0,39.76,0.0,0.0,0.0,0.0,0.0,0.0,27.600000399999995
0.0,0.0,0.0,0.0,0.0,65.56,0.0,0.0,0.0,0.0,0.0,34.44,0.0,0.0,0.0,0.0,0.0,0.0,24.1000004
0.0,0.0,0.0,0.0,0.0,70.99,0.0,0.0,0.0,0.0,0.0,29.01,0.0,0.0,0.0,0.0,0.0,0.0,23.2000008
0.0,0.0,0.0,0.0,0.0,74.36,0.0,6.11,0.0,0.0,0.0,19.53,0.0,0.0,0.0,0.0,0.0,0.0,21.0
0.0,0.0,0.0,0.0,0.0,65.09,0.0,8.32,0.0,0.0,0.0,26.59,0.0,0.0,0.0,0.0,0.0,0.0,24.0
0.0,0.0,0.0,0.0,0.0,70.99,0.0,0.0,0.0,0.0,0.0,29.01,0.0,0.0,0.0,0.0,0.0,0.0,23.0
0.0,0.0,0.0,0.0,0.0,65.56,0.0,0.0,0.0,0.0,0.0,34.44,0.0,0.0,0.0,0.0,0.0,0.0,24.0
0.0,0.0,0.0,0.0,0.0,59.64,0.0,3.81,0.0,0.0,0.0,36.55,0.0,0.0,0.0,0.0,0.0,0.0,26.0
0.0,0.0,0.0,0.0,0.0,52.94,0.0,8.12,0.0,0.0,0.0,38.94,0.0,0.0,0.0,0.0,0.0,0.0,28.0
0.0,0.0,0.0,0.0,0.0,14.33,0.0,32.98,0.0,0.0,0.0,52.69,0.0,0.0,0.0,0.0,0.0,0.0,32.0
0.0,0.0,0.0,0.0,0.0,60.24,0.0,0.0,0.0,0.0,0.0,39.76,0.0,0.0,0.0,0.0,0.0,0.0,28.0
0.0,0.0,0.0,0.0,0.0,48.61,0.0,3.73,0.0,0.0,0.0,47.66,0.0,0.0,0.0,0.0,0.0,0.0,31.0
0.0,0.0,0.0,0.0,0.0,41.36,0.0,7.93,0.0,0.0,0.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,34.0
0.0,0.0,0.0,0.0,0.0,33.14,0.0,12.71,0.0,0.0,0.0,54.15,0.0,0.0,0.0,0.0,0.0,0.0,35.0
0.0,0.0,0.0,0.0,0.0,23.7,0.0,18.19,0.0,0.0,0.0,58.11,0.0,0.0,0.0,0.0,0.0,0.0,35.0
0.0,0.0,0.0,0.0,0.0,12.79,0.0,24.52,0.0,0.0,0.0,62.69,0.0,0.0,0.0,0.0,0.0,0.0,37.0
0.0,0.0,0.0,0.0,0.0,38.05,0.0,3.65,0.0,0.0,0.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,35.0
0.0,0.0,0.0,0.0,0.0,30.32,0.0,7.75,0.0,0.0,0.0,61.93,0.0,0.0,0.0,0.0,0.0,0.0,36.0
0.0,0.0,0.0,0.0,0.0,21.55,0.0,12.4,0.0,0.0,0.0,66.05,0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,11.54,0.0,17.71,0.0,0.0,0.0,70.75,0.0,0.0,0.0,0.0,0.0,0.0,42.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.84,0.0,0.0,0.0,76.16,0.0,0.0,0.0,0.0,0.0,0.0,42.0
0.0,0.0,0.0,0.0,0.0,35.23,0.0,0.0,0.0,0.0,0.0,64.77,0.0,0.0,0.0,0.0,0.0,0.0,37.0
0.0,0.0,0.0,0.0,0.0,27.94,0.0,3.57,0.0,0.0,0.0,68.49,0.0,0.0,0.0,0.0,0.0,0.0,42.0
0.0,0.0,0.0,0.0,0.0,19.76,0.0,7.58,0.0,0.0,0.0,72.66,0.0,0.0,0.0,0.0,0.0,0.0,43.0
0.0,1.47,19.08,7.09,0.0,9.72,0.0,0.0,6.76,0.0,0.0,49.4,0.0,5.9,0.0,0.0,0.58,0.0,25.3999996
0.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,20.0,9.0,0.0,48.79,9.0,0.0,0.0,0.0,51.5999985
0.0,8.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,5.0,0.0,42.73,6.0,0.0,0.0,0.0,53.0
1.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,0.0,0.0,33.0,4.0,0.0,0.0,1.0,52.4000015
0.82,27.6,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.9,5.64,0.0,47.5,6.86,0.0,0.0,6.48,51.0600014
0.71,21.2,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,9.2,10.7,0.0,42.8,5.8,0.0,0.0,3.7,49.9000015
0.0,7.63,0.0,0.0,0.0,0.0,0.0,0.22,11.88,0.0,29.95,0.0,0.0,43.73,5.67,0.0,0.0,0.66,58.70000079999999
0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.19,11.63,0.0,40.24,6.32,0.0,33.47,4.9,0.0,0.0,0.57,56.0
0.7,21.17,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,8.99,10.78,0.0,43.25,5.79,0.0,0.0,3.69,50.2000008
3.0,22.98,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,9.89,5.0,0.0,49.95,2.0,0.0,0.0,2.0,53.0299988
0.89,13.02,0.0,4.31,0.0,0.0,0.0,0.0,3.3,0.0,29.64,18.63,0.03,29.34,0.0,0.0,0.0,0.0,49.1199989
1.51,11.28,14.09,4.66,0.0,6.7,0.0,0.0,13.16,0.0,0.0,41.04,0.0,7.57,0.0,0.0,0.0,0.0,30.0100002
9.0,0.0,0.0,3.0,15.0,0.0,0.0,15.0,18.0,0.0,0.0,3.0,0.0,37.0,0.0,0.0,0.0,0.0,58.4000015
10.0,0.0,0.0,0.0,13.0,0.0,0.0,9.0,15.0,0.0,0.0,5.0,0.0,48.0,0.0,0.0,0.0,0.0,59.29999920000001
9.0,0.0,0.0,4.0,12.0,0.0,0.0,13.0,14.0,0.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,58.5999985
10.0,0.0,0.0,2.0,17.0,0.0,0.0,8.0,23.0,0.0,0.0,4.0,0.0,36.0,0.0,0.0,0.0,0.0,59.20000079999999
8.0,0.0,0.0,5.0,14.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,58.5
10.0,0.0,0.0,0.0,17.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,60.20000079999999
6.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,61.0
11.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,19.0,0.0,0.0,4.0,0.0,47.0,0.0,0.0,0.0,0.0,60.70000079999999
10.0,0.0,0.0,3.0,6.0,0.0,0.0,9.0,20.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,60.5
10.0,0.0,0.0,1.0,16.0,0.0,0.0,11.0,17.0,0.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,0.0,59.0999985
9.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,61.9000015
11.0,0.0,0.0,1.0,15.0,0.0,0.0,10.0,18.0,0.0,0.0,2.0,0.0,43.0,0.0,0.0,0.0,0.0,59.0
9.0,3.0,0.0,0.0,15.0,0.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,59.5
9.0,0.0,3.0,0.0,9.0,0.0,0.0,14.0,20.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,58.20000079999999
7.0,0.0,0.0,0.0,15.0,3.0,0.0,12.0,25.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,58.0999985
8.0,0.0,0.0,0.0,14.0,0.0,0.0,15.0,19.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,61.4000015
9.0,0.0,0.0,4.0,15.0,0.0,0.0,9.0,19.0,0.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,58.70000079999999
10.0,0.0,0.0,1.0,16.0,0.0,0.0,7.0,23.0,0.0,0.0,7.0,0.0,36.0,0.0,0.0,0.0,0.0,58.20000079999999
10.2,0.0,0.0,5.1,7.14,0.0,0.0,11.22,25.51,0.0,0.0,0.0,0.0,40.82,0.0,0.0,0.0,0.0,59.0999985
10.0,0.0,0.0,3.0,17.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,59.4000015
3.0,0.0,0.0,3.0,17.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,61.79999920000001
15.0,0.0,0.0,0.0,17.0,0.0,0.0,6.0,24.0,0.0,0.0,3.0,0.0,35.0,0.0,0.0,0.0,0.0,58.9000015
10.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,20.0,0.0,0.0,3.0,0.0,52.0,0.0,0.0,0.0,0.0,61.0999985
10.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,57.9000015
7.0,0.0,0.0,0.0,27.0,0.0,0.0,7.0,16.0,0.0,4.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,60.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,25.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,60.20000079999999
7.0,0.0,0.0,4.0,10.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,17.0,39.0,0.0,0.0,0.0,0.0,58.0999985
8.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,16.0,0.0,15.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,59.9000015
10.0,0.0,0.0,2.0,16.0,0.0,0.0,13.0,26.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,59.79999920000001
7.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,29.0,0.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,0.0,61.70000079999999
5.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,41.0,5.0,0.0,0.0,5.0,45.2999992
7.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,45.0,7.0,0.0,0.0,6.0,43.4000015
4.5,0.0,0.0,6.5,0.0,18.0,0.0,0.0,12.0,0.2,1.5,0.0,0.0,48.0,4.6,0.0,0.0,3.7,44.0999985
1.08,0.0,0.0,0.0,0.0,7.02,0.0,20.49,22.12,0.21,27.11,0.0,0.0,16.07,0.0,0.0,0.0,5.2,51.6100006
2.0,13.1,5.6,1.7,3.8,28.4,0.0,0.0,10.0,0.0,5.5,4.9,0.0,20.4,3.7,0.0,0.0,0.9,30.0300007
1.9,13.1,3.4,1.7,0.0,31.2,0.0,0.0,14.6,0.0,8.5,5.6,0.0,15.1,3.7,0.0,0.0,1.2,29.739999800000003
0.2,14.6,15.0,1.7,4.5,14.3,0.0,0.0,7.4,0.0,10.2,5.5,0.0,20.8,3.9,0.0,0.0,1.9,28.8299999
0.0,14.6,15.0,1.7,5.2,14.2,0.0,0.0,7.4,0.0,15.4,0.0,0.0,20.7,3.9,0.0,0.0,1.9,28.9699993
0.0,14.8,15.2,1.7,5.3,14.3,0.0,0.0,9.2,0.0,15.6,0.0,0.0,18.0,4.0,0.0,0.0,1.9,28.7800007
0.0,16.3,14.9,1.7,5.2,14.2,0.0,0.0,7.3,0.0,15.3,0.0,0.0,19.4,3.9,0.0,0.0,1.8,28.8400002
0.0,16.7,14.8,1.7,5.1,14.0,0.0,0.0,6.3,0.0,15.2,0.0,0.0,20.5,3.9,0.0,0.0,1.8,28.9500008
0.0,14.8,15.2,1.7,5.3,14.5,0.0,0.0,7.5,0.0,15.6,0.0,0.0,18.0,5.5,0.0,0.0,1.9,28.8199997
0.0,14.7,15.1,1.7,5.2,14.3,0.0,0.0,7.4,0.0,15.5,0.0,0.0,17.9,4.0,0.0,0.0,4.2,29.040000899999995
0.0,14.6,15.0,1.7,8.0,14.3,0.0,0.0,7.4,0.0,15.4,0.0,0.0,17.8,3.9,0.0,0.0,1.9,29.120000800000003
0.0,14.0,14.3,1.6,5.0,13.6,0.0,0.0,7.0,0.0,21.9,0.0,0.0,17.0,3.8,0.0,0.0,1.8,29.2600002
0.0,15.0,14.2,1.8,5.3,14.5,0.0,0.0,9.3,0.0,15.8,0.0,0.0,18.2,4.0,0.0,0.0,1.9,29.2700005
0.0,15.13,15.53,1.6,5.41,12.53,0.0,0.0,9.42,0.0,15.93,0.0,0.0,18.44,4.11,0.0,0.0,1.9,29.1399994
0.0,12.8,15.5,1.8,5.4,14.7,0.0,0.0,9.4,0.0,16.0,0.0,0.0,18.4,4.1,0.0,0.0,1.9,28.5799999
0.0,10.7,15.9,1.8,5.5,15.0,0.0,0.0,9.6,0.0,16.4,0.0,0.0,18.9,4.2,0.0,0.0,2.0,28.5300007
0.0,15.4,15.7,1.8,5.5,12.9,0.0,0.0,12.1,0.0,16.2,0.0,0.0,14.3,4.1,0.0,0.0,2.0,28.899999600000005
0.0,16.0,16.4,1.9,5.7,11.5,0.0,0.0,15.3,0.0,16.7,0.0,0.0,10.2,4.3,0.0,0.0,2.0,29.040000899999995
0.0,16.6,17.0,2.0,5.9,9.8,0.0,0.0,18.7,0.0,17.6,0.0,0.0,5.8,4.5,0.0,0.0,2.1,29.0100002
0.0,17.4,17.7,2.0,6.2,8.0,0.0,0.0,22.4,0.0,18.3,0.0,0.0,1.1,4.7,0.0,0.0,2.2,29.100000399999995
0.0,15.1,15.4,1.8,5.4,13.7,0.0,0.0,10.6,0.0,15.9,0.0,0.0,16.1,4.1,0.0,0.0,1.9,28.7600002
0.0,15.3,15.7,1.8,5.5,13.9,0.0,0.0,9.5,0.0,16.3,0.0,0.0,16.0,4.1,0.0,0.0,1.9,28.5200005
