,Li2O,TiO2,ZrO2,SrO,Na2O,ZnO,Nb2O5,Nb2O3,Al2O3,Sb2O3,Y2O3,B2O3,BaO,La2O3,SiO2,K2O,CaO,PbO,ABBENUM
18175,1.2,0.0,0.0,0.0,7.8,16.88,7.4,0.0,0.0,0.0,8.8,33.18,10.8,11.7,1.5,0.0,0.0,0.0,47.2
18189,0.0,0.0,6.6,1.0,0.0,0.9,1.62,0.0,0.0,0.05,11.7,31.2,0.0,44.31,2.62,0.0,0.0,0.0,49.6
18190,0.0,0.0,6.6,1.0,0.0,0.9,1.62,0.0,0.0,0.05,10.7,31.22,0.0,45.31,2.6,0.0,0.0,0.0,49.6
18191,0.0,0.0,6.6,1.0,0.0,0.9,1.62,0.0,0.0,0.05,10.7,31.22,0.0,44.31,2.6,0.0,0.0,0.0,49.6
18193,0.0,0.0,6.6,1.0,0.0,0.9,2.71,0.0,0.0,0.04,10.75,30.21,0.0,45.19,2.6,0.0,0.0,0.0,48.5
18195,0.0,0.5,6.6,1.0,0.0,0.9,3.3,0.0,0.0,0.04,8.8,29.2,0.0,47.06,2.6,0.0,0.0,0.0,47.4
18196,0.0,0.0,6.6,1.0,0.0,0.9,3.8,0.0,0.0,0.04,10.8,29.2,0.0,45.06,2.6,0.0,0.0,0.0,47.4
18198,0.0,0.0,6.6,0.5,0.0,0.9,3.8,0.0,0.0,0.04,10.8,28.2,0.0,45.06,2.6,1.0,0.0,0.0,47.3
18239,5.0,7.0,0.0,0.0,10.0,0.0,51.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,24.6
18240,5.0,7.0,0.0,0.0,10.0,0.0,51.9,0.0,0.0,0.1,0.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,24.3
18241,8.0,7.0,0.0,0.0,7.0,0.0,51.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,25.3
18242,10.0,7.0,0.0,0.0,5.0,0.0,51.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,25.7
18243,4.72,6.6,0.0,0.0,9.43,0.0,48.96,0.0,0.0,0.08999999999999998,2.83,2.83,0.0,0.0,24.53,0.0,0.0,0.0,25.3
18244,4.76,6.67,0.0,0.0,9.52,4.76,49.43,0.0,0.0,0.1,0.0,0.0,0.0,0.0,24.76,0.0,0.0,0.0,24.9
18245,4.76,6.67,0.0,4.76,9.52,0.0,49.43,0.0,0.0,0.1,0.0,0.0,0.0,0.0,24.76,0.0,0.0,0.0,25.1
18246,4.9,6.87,3.92,0.0,9.8,0.0,48.92,0.0,0.0,0.1,0.0,0.0,0.0,0.0,25.49,0.0,0.0,0.0,24.9
18247,4.81,6.73,7.69,0.0,9.62,0.0,46.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.3
18272,2.9,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.1,0.5,5.0,24.0,3.0,28.6,16.0,0.0,16.0,0.0,54.5
18273,2.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3,1.0,10.0,27.5,2.0,28.5,12.5,0.0,10.0,0.0,54.5
18323,2.9,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.1,0.5,5.0,24.0,3.0,28.6,16.0,0.0,16.0,0.0,54.5
18324,2.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3,1.0,10.0,27.5,2.0,28.5,12.5,0.0,10.0,0.0,54.5
18348,6.69,14.12,5.89,0.0,5.89,0.0,36.51,0.0,0.0,0.018,0.0,0.0,0.0,0.0,30.89,0.0,0.0,0.0,25.4
18349,6.69,16.35,5.89,0.0,10.56,0.0,36.51,0.0,0.0,0.018,0.0,0.0,0.0,0.0,23.99,0.0,0.0,0.0,25.2
18350,6.69,20.82,5.89,0.0,5.89,0.0,26.36,0.0,0.0,0.018,0.0,0.0,0.0,0.0,34.34,0.0,0.0,0.0,25.3
18351,1.85,9.840000000000002,8.0,0.0,14.89,0.0,39.49,0.0,0.0,0.018,0.0,0.0,0.0,0.0,25.91,0.0,0.0,0.0,25.5
18354,6.69,14.62,6.39,0.0,5.89,0.0,35.51,0.0,0.0,0.018,0.0,0.0,0.0,0.0,30.89,0.0,0.0,0.0,25.4
18355,6.69,13.62,5.39,0.0,5.89,0.0,34.51,0.0,0.0,0.018,0.0,3.0,0.0,3.0,27.89,0.0,0.0,0.0,26.2
18356,4.69,14.62,6.39,0.0,7.889999999999999,0.0,35.51,0.0,0.0,0.018,0.0,0.0,0.0,0.0,30.89,0.0,0.0,0.0,24.9
18357,6.56,13.35,5.28,0.0,5.77,0.0,33.84,0.0,0.0,0.02,0.0,2.94,0.0,4.9,27.34,0.0,0.0,0.0,26.5
18368,0.0,0.0,19.13,0.0,0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,0.0,48.57,0.0,0.0,0.0,0.0,40.9
18369,0.0,0.0,14.83,0.0,0.0,0.0,0.0,0.0,31.3,0.0,6.8,0.0,0.0,47.07,0.0,0.0,0.0,0.0,41.0
18370,0.0,0.0,18.21,0.0,0.0,0.0,7.86,0.0,27.72,0.0,0.0,0.0,0.0,46.21,0.0,0.0,0.0,0.0,36.9
18371,0.0,0.0,19.22,0.0,0.0,0.0,8.29,0.0,31.81,0.0,0.0,0.0,0.0,40.68,0.0,0.0,0.0,0.0,37.8
18372,0.0,0.0,14.66,0.0,0.0,0.0,7.91,0.0,30.93,0.0,0.0,0.0,0.0,46.5,0.0,0.0,0.0,0.0,38.0
18374,0.0,0.0,12.13,0.0,0.0,0.0,0.0,0.0,33.88,0.0,13.89,0.0,0.0,40.1,0.0,0.0,0.0,0.0,43.0
18376,0.0,0.0,0.0,0.0,0.0,0.0,17.57,0.0,33.69,0.0,44.77,0.0,0.0,0.0,3.97,0.0,0.0,0.0,49.1
18424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.02,0.0,0.0,6.69,0.0,56.58,21.71,0.0,0.0,0.0,51.28
18461,7.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,9.0,11.0,0.0,51.0,0.0,6.0,0.0,60.0
18462,7.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,9.0,11.0,0.0,50.99,0.0,6.0,0.0,60.0
18463,7.0,0.0,0.0,7.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,9.0,11.0,0.0,50.99,0.0,6.0,0.0,60.0
18464,6.0,0.0,0.0,0.5,2.0,3.0,0.0,0.0,4.0,0.0,0.0,10.0,22.0,0.0,52.0,0.5,0.0,0.0,60.0
18465,6.0,0.0,0.0,0.5,2.0,3.0,0.0,0.0,4.0,0.0,0.0,10.0,22.0,0.0,51.99,0.5,0.0,0.0,60.0
18466,8.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,8.0,8.0,49.0,0.0,2.0,0.0,59.0
18467,8.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,8.0,8.0,49.0,0.0,2.0,0.0,59.0
18468,8.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,8.0,8.0,49.0,0.0,2.0,0.0,59.0
18469,6.9,0.1,0.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,15.0,22.9,0.0,43.1,0.0,0.0,0.0,60.0
18470,6.9,0.1,0.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,15.0,22.9,0.0,43.1,0.0,0.0,0.0,60.0
18481,0.0,2.6,0.0,3.5,0.0,0.0,0.0,0.0,16.5,0.0,0.0,16.3,0.5,0.0,56.6,0.0,3.5,0.0,57.0
18482,0.0,2.6,0.0,4.5,0.0,2.0,0.0,0.0,16.5,0.0,0.0,16.3,0.0,0.0,53.6,0.0,4.0,0.0,57.0
18483,0.0,3.6,0.0,4.5,0.0,0.0,0.0,0.0,15.8,0.0,0.0,17.0,0.8,0.0,53.7,0.0,3.7,0.0,55.0
18484,0.0,2.0,0.0,3.4,0.0,1.0,0.0,0.0,16.0,0.0,0.0,16.0,0.5,0.0,56.9,0.0,4.0,0.0,60.0
18485,0.0,3.6,0.0,1.7,0.0,2.0,0.0,0.0,16.1,0.0,0.0,17.0,0.7,0.0,57.2,0.0,1.5,0.0,55.0
18486,0.3,1.6,0.4,1.8,0.0,1.0,0.0,0.0,16.0,0.0,0.0,17.0,0.5,0.0,57.8,0.5,3.0,0.0,65.0
18487,0.2,2.6,0.0,3.7,0.4,2.0,0.0,0.0,16.5,0.0,0.0,16.3,0.6,0.0,53.7,0.0,3.5,0.0,57.0
18488,0.0,2.6,0.0,3.5,0.0,0.0,0.0,0.0,16.5,0.0,0.0,16.3,0.5,0.0,56.6,0.0,3.5,0.0,57.0
18489,0.0,2.6,0.0,4.5,0.0,2.0,0.0,0.0,16.5,0.0,0.0,16.3,0.0,0.0,53.6,0.0,4.0,0.0,57.0
18490,0.0,3.6,0.0,4.5,0.0,0.0,0.0,0.0,15.8,0.0,0.0,17.0,0.8,0.0,53.7,0.0,3.7,0.0,55.0
18511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.02,0.0,0.0,6.69,0.0,56.58,21.71,0.0,0.0,0.0,51.28
18603,2.9,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.1,0.5,5.0,24.0,3.0,28.6,16.0,0.0,16.0,0.0,54.5
18604,2.7,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3,1.0,10.0,27.5,2.0,28.5,12.5,0.0,10.0,0.0,54.5
18630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.02,0.0,0.0,6.69,0.0,56.58,21.71,0.0,0.0,0.0,51.28
18650,0.32,0.0,2.72,0.0,0.0,3.81,0.0,0.0,0.0,0.022,0.0,41.98,4.36,33.71,6.97,0.0,6.1,0.0,55.8
18651,0.31,0.0,2.63,0.0,0.0,3.68,0.0,0.0,0.0,0.02,0.0,40.5,2.88,41.14,6.73,0.0,2.11,0.0,56.6
18652,0.0,0.0,4.16,0.0,0.0,5.12,0.0,0.0,0.0,0.021,0.0,36.89,6.72,32.81,10.52,0.0,3.75,0.0,55.3
18653,0.0,0.64,6.1,10.17,0.0,2.2,0.0,0.0,0.33,0.1,0.0,10.01,26.9,16.27,25.84,0.0,1.45,0.0,54.1
18654,0.0,0.65,6.17,10.28,0.0,12.75,0.0,0.0,0.33,0.1,0.0,10.13,15.52,16.45,26.14,0.0,1.47,0.0,54.8
18655,0.0,0.65,6.14,21.21,0.0,2.21,0.0,0.0,0.33,0.1,0.0,10.08,15.44,16.37,26.01,0.0,1.46,0.0,55.0
18703,1.5,0.0,0.0,4.5,10.0,0.0,0.0,0.0,10.49,0.05,0.0,21.99,0.0,0.0,51.47,0.0,0.0,0.0,62.8
18704,2.0,0.0,0.0,4.3,7.0,0.0,0.0,0.0,10.49,0.05,0.0,23.99,0.0,0.0,47.47,4.7,0.0,0.0,63.3
18705,0.5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.99,0.05,0.0,19.99,0.0,0.0,55.97,4.0,1.5,0.0,64.1
18706,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,9.0,0.05,0.0,20.99,0.0,0.0,52.46,4.5,0.0,0.0,63.5
18707,3.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.5,0.05,0.0,18.99,0.0,0.0,55.46,4.5,0.0,0.0,63.6
18708,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.05,0.0,19.99,1.0,1.0,59.96,2.0,1.0,0.0,63.9
18709,1.0,0.0,0.0,0.0,16.99,0.0,0.0,0.0,16.99,0.05,0.0,11.99,0.5,0.0,46.98,5.0,0.0,0.0,61.3
18710,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.99,0.05,0.0,20.99,0.0,0.0,45.97,4.0,2.0,0.0,62.5
18738,5.7,13.9,0.0,0.0,11.3,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,25.4
18739,5.7,13.8,0.0,0.0,11.3,0.0,39.4,0.0,0.0,0.0,0.0,1.7,0.0,0.0,28.1,0.0,0.0,0.0,25.4
18741,5.6,13.6,2.9,0.0,11.2,0.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,25.3
18742,5.7,13.8,0.0,0.0,11.3,1.9,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,25.3
18743,6.4,14.0,0.0,0.0,11.4,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.0,25.5
18744,5.7,13.9,0.0,0.0,12.8,0.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,25.7
18745,5.7,15.7,0.0,0.0,11.3,0.0,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,0.0,0.0,24.7
18746,3.5,13.6,0.0,0.0,11.1,0.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,0.0,0.0,0.0,25.2
18747,0.0,17.4,0.0,0.0,0.89,0.0,0.0,0.0,4.26,0.0,0.0,5.56,0.0,0.0,54.31,17.01,0.08,0.0,38.0
18748,0.0,17.31,0.0,0.0,0.86,0.0,0.0,0.0,4.24,0.0,0.0,5.53,0.0,0.0,53.17,18.33,0.08,0.0,38.0
18749,0.0,17.23,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.0,0.0,5.51,0.0,0.0,52.93,19.55,0.08,0.0,38.0
18750,0.0,16.76,0.0,0.0,0.86,0.0,0.0,0.0,4.25,0.0,0.0,5.54,0.0,0.0,53.68,18.36,0.08,0.0,39.0
18751,0.0,16.2,0.0,0.0,0.86,0.0,0.0,0.0,4.25,0.0,0.0,5.55,0.0,0.0,54.19,18.38,0.08,0.0,39.0
18752,0.0,17.19,0.0,0.0,0.85,0.0,0.0,0.0,5.68,0.0,0.0,5.99,0.0,0.0,51.52,18.21,0.08,0.0,38.0
18753,0.0,17.3,0.0,0.0,0.86,0.0,0.0,0.0,4.24,0.0,0.0,6.03,0.0,0.0,52.71,18.32,0.0,0.0,38.0
18754,0.0,16.15,0.0,0.0,0.86,0.0,0.0,0.0,4.24,0.0,0.0,8.04,0.0,0.0,51.83,18.32,0.08,0.0,39.0
18755,0.0,16.66,0.0,0.0,6.42,0.0,0.0,0.0,4.37,0.0,0.0,6.22,0.0,0.0,55.26,10.48,0.08,0.0,39.0
18866,0.0,6.91,6.71,0.0,0.0,1.97,23.68,0.0,0.0,0.04,0.0,4.05,0.0,2.06,25.02,3.5,26.06,0.0,33.3
18867,0.0,6.76,6.56,0.0,0.0,1.93,23.17,0.0,0.0,0.04,0.0,3.96,5.57,2.01,24.49,0.0,25.51,0.0,33.2
18868,0.0,8.49,4.47,0.0,0.0,2.0,25.69,0.0,0.0,0.04,0.0,4.1,0.0,0.0,25.32,3.54,26.35,0.0,32.2
18869,0.0,8.3,4.38,0.0,0.0,1.95,25.13,0.0,0.0,0.04,0.0,4.01,5.63,0.0,24.77,0.0,25.79,0.0,32.1
18870,0.0,8.42,4.44,0.0,0.0,1.98,25.48,0.0,0.0,0.04,0.0,2.33,3.81,0.0,27.35,0.0,26.15,0.0,32.0
18871,0.0,6.75,4.32,0.0,0.0,1.93,29.64,0.0,0.0,0.04,0.0,3.96,0.0,0.0,24.46,3.42,25.48,0.0,31.7
18872,0.0,6.61,4.23,0.0,0.0,1.89,29.02,0.0,0.0,0.04,0.0,3.87,5.45,0.0,23.95,0.0,24.94,0.0,31.6
18873,0.0,6.7,4.29,0.0,0.0,1.91,29.41,0.0,0.0,0.04,0.0,2.26,3.68,0.0,26.43,0.0,25.28,0.0,31.6
18874,0.0,6.81,5.11,0.0,0.0,1.95,28.27,0.0,0.0,0.04,0.0,3.99,0.0,0.0,24.68,3.45,25.7,0.0,32.1
18875,0.0,6.67,5.0,0.0,0.0,1.9,27.69,0.0,0.0,0.04,0.0,3.91,5.49,0.0,24.15,0.0,25.15,0.0,31.9
18876,0.0,6.94,6.74,0.0,0.0,5.02,23.79,0.0,0.0,0.04,0.0,4.07,0.0,2.07,25.14,0.0,26.19,0.0,32.8
18877,0.0,6.97,6.77,0.0,0.0,1.99,23.9,0.0,0.0,0.04,0.0,6.69,0.0,2.07,25.26,0.0,26.31,0.0,33.2
18878,0.0,8.599999999999998,4.53,0.0,0.0,2.02,26.02,0.0,0.0,0.04,0.0,4.15,0.0,0.0,27.93,0.0,26.71,0.0,31.9
18879,0.0,6.9,5.18,0.0,0.0,1.97,28.64,0.0,0.0,0.04,0.0,4.04,0.0,0.0,27.21,0.0,26.02,0.0,31.9
18880,0.0,6.84,4.38,0.0,0.0,1.95,30.01,0.0,0.0,0.04,0.0,4.01,0.0,0.0,26.98,0.0,25.79,0.0,31.6
18881,0.0,8.3,4.38,0.0,0.0,1.95,25.13,0.0,0.0,0.04,0.0,4.01,5.63,0.0,24.77,0.0,25.79,0.0,32.1
18882,0.0,8.42,4.44,0.0,0.0,1.98,25.48,0.0,0.0,0.04,0.0,2.33,3.81,0.0,27.35,0.0,26.15,0.0,32.0
18883,0.0,6.75,4.32,0.0,0.0,1.93,29.64,0.0,0.0,0.04,0.0,3.96,0.0,0.0,24.46,3.42,25.48,0.0,31.7
18884,0.0,6.61,4.23,0.0,0.0,1.89,29.02,0.0,0.0,0.04,0.0,3.87,5.45,0.0,23.95,0.0,24.94,0.0,31.6
18885,0.0,6.7,4.29,0.0,0.0,1.91,29.41,0.0,0.0,0.04,0.0,2.26,3.68,0.0,26.43,0.0,25.28,0.0,31.6
18886,2.51,7.16,8.06,0.0,6.37,0.0,23.82,0.0,0.0,0.03,0.0,2.93,9.170000000000002,19.48,20.47,0.0,0.0,0.0,30.1
18887,2.51,7.16,8.06,0.0,6.37,0.0,23.82,0.0,0.0,0.03,0.0,2.93,9.170000000000002,19.48,20.47,0.0,0.0,0.0,30.1
18888,2.43,5.54,7.8,0.0,6.16,0.0,27.67,0.0,0.0,0.03,0.0,2.83,8.87,18.85,19.82,0.0,0.0,0.0,29.7
18889,2.6,8.89,8.33,0.0,6.59,0.0,19.72,0.0,0.0,0.03,0.0,3.03,9.48,20.15,21.18,0.0,0.0,0.0,30.5
18890,2.79,12.73,8.949999999999998,0.0,7.08,0.0,10.59,0.0,0.0,0.03,0.0,3.25,10.18,21.64,22.76,0.0,0.0,0.0,31.4
18891,2.51,7.16,8.06,0.0,6.37,0.0,23.82,0.0,0.0,0.03,0.0,2.93,9.170000000000002,19.48,20.47,0.0,0.0,0.0,30.1
18892,2.5,7.14,8.029999999999998,0.0,6.35,0.0,23.75,0.0,0.0,0.03,0.0,5.31,9.14,19.4,18.35,0.0,0.0,0.0,30.0
18893,2.28,2.6,7.32,0.0,5.79,0.0,34.68,0.0,0.0,0.02,0.0,2.66,8.33,17.7,18.62,0.0,0.0,0.0,29.0
18894,2.28,2.6,7.3,0.0,5.77,0.0,34.56,0.0,0.0,0.02,0.0,4.83,8.31,17.65,16.68,0.0,0.0,0.0,28.9
18895,2.51,7.16,8.06,0.0,6.37,0.0,23.82,0.0,0.0,0.03,0.0,2.93,9.170000000000002,19.48,20.47,0.0,0.0,0.0,30.1
18896,2.43,5.54,7.8,0.0,6.16,0.0,27.67,0.0,0.0,0.03,0.0,2.83,8.87,18.85,19.82,0.0,0.0,0.0,29.7
18897,1.94,7.11,7.99,0.0,6.31,0.0,23.71,0.0,0.0,0.03,0.0,4.19,9.090000000000002,19.32,20.31,0.0,0.0,0.0,29.9
18898,2.51,7.15,8.04,0.0,5.2,0.0,23.79,0.0,0.0,0.03,0.0,4.22,9.15,19.45,20.46,0.0,0.0,0.0,30.0
18899,2.51,7.15,8.04,0.0,6.36,0.0,23.78,0.0,0.0,0.03,0.0,4.22,9.15,19.43,19.33,0.0,0.0,0.0,30.0
18900,2.55,7.28,8.179999999999998,0.0,6.47,0.0,24.2,0.0,0.0,0.03,0.0,4.29,6.4,19.79,20.81,0.0,0.0,0.0,30.0
18901,2.51,5.72,8.05,0.0,6.36,0.0,28.56,0.0,0.0,0.03,0.0,2.92,12.02,13.37,20.46,0.0,0.0,0.0,29.3
18902,2.51,7.15,8.04,0.0,5.2,0.0,23.79,0.0,0.0,0.03,0.0,4.22,9.15,19.45,20.46,0.0,0.0,0.0,30.0
18903,2.51,7.16,8.06,0.0,5.21,0.0,23.84,0.0,0.0,0.03,0.0,2.93,9.170000000000002,19.48,21.61,0.0,0.0,0.0,30.0
18904,2.52,7.18,8.07,0.0,5.22,0.0,23.87,0.0,0.0,0.03,0.0,1.63,9.18,19.52,22.78,0.0,0.0,0.0,30.0
18905,2.52,7.18,8.08,0.0,5.23,0.0,23.9,0.0,0.0,0.03,0.0,0.98,9.19,19.53,23.36,0.0,0.0,0.0,30.1
19018,2.89,0.0,0.0,0.0,0.0,17.760000000000005,4.99,0.0,1.0,0.0,4.99,32.13,17.46,11.38,1.8,4.89,0.0,0.0,49.5
19020,7.5,0.0,9.8,0.0,0.0,15.69,0.0,0.0,0.0,0.0,5.9,32.58,11.49,11.69,2.0,0.0,3.3,0.0,49.8
19021,7.2,0.0,0.0,0.0,0.0,16.79,0.0,0.0,0.0,0.0,7.3,32.58,11.09,12.59,4.2,0.0,8.199999999999998,0.0,53.0
19022,1.2,0.0,0.0,0.0,7.8,16.88,7.4,0.0,0.0,0.0,8.8,33.18,10.8,11.7,1.5,0.0,0.0,0.0,47.2
19027,0.0,4.9,0.0,17.44,0.0,0.0,0.0,0.0,11.46,0.0,0.0,0.0,0.0,0.0,52.63,0.0,13.57,0.0,54.0
19039,1.8,0.0,0.0,0.0,0.39,0.0,0.0,0.0,4.71,0.006012,0.0,14.83,41.86,0.0,34.87,0.0,1.23,0.0,59.1
19041,0.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,3.9,0.3,0.0,8.599999999999998,48.77,0.0,30.54,1.8,0.5,0.0,55.6
19043,0.43,0.0,0.0,0.0,0.05,4.3,0.0,0.0,4.5,0.004,0.0,6.2,48.78,0.5,30.54,1.8,2.0,0.0,54.5
19044,0.5,0.0,0.0,0.0,0.61,5.0,0.0,0.0,4.5,0.005,0.3,8.529999999999998,48.8,0.0,28.0,1.8,1.7,0.0,54.8
19059,0.39,5.31,0.0,0.0,0.6,0.0,0.0,0.0,12.42,0.0,0.0,0.0,0.0,0.0,57.05,0.0,24.23,0.0,54.0
19060,0.19,5.35,0.0,0.0,0.4,0.0,0.0,0.0,12.52,0.0,0.0,0.0,0.0,0.0,57.5,0.0,23.1,0.0,54.0
19065,0.0,0.0,0.0,0.0,6.96,7.2,0.0,0.0,0.14,0.0,0.0,0.0,23.76,15.0,43.36,0.61,2.98,0.0,53.3
19066,0.0,0.0,3.99,0.0,6.99,11.98,0.0,0.0,0.0,0.2,0.0,0.0,15.07,13.97,44.81,2.99,0.0,0.0,52.4
19067,0.0,0.0,3.99,0.0,6.99,11.98,4.99,0.0,0.0,0.2,0.0,0.0,20.06,3.99,44.81,2.99,0.0,0.0,49.1
19069,0.0,0.0,0.0,6.18,6.95,7.19,0.0,0.0,0.14,0.1,0.0,0.0,27.54,4.99,43.32,0.61,2.98,0.0,54.6
19071,0.0,0.0,6.99,6.18,6.95,7.19,0.0,0.0,0.14,0.1,0.0,0.0,22.55,4.99,41.32,0.61,2.98,0.0,52.3
19072,0.0,0.0,8.99,6.18,6.95,7.19,0.0,0.0,0.14,0.1,0.0,0.0,22.55,4.99,39.32,0.61,2.98,0.0,50.9
19074,0.0,0.0,8.99,6.18,6.95,7.19,1.14,0.0,0.0,0.1,0.0,0.0,21.55,4.99,39.32,0.61,2.98,0.0,50.2
19096,3.86,0.0,1.98,0.0,11.18,0.0,0.0,0.0,15.14,0.0,0.0,0.0,0.0,0.0,65.1,0.35,1.62,0.0,59.6
19097,3.9,0.0,0.0,0.0,11.29,0.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0,66.75,0.35,1.64,0.0,60.47
19098,3.87,0.0,0.0,0.0,11.22,0.0,0.0,0.0,16.84,0.0,0.0,0.0,0.0,0.0,65.32,0.35,1.63,0.0,60.5
19100,3.86,0.0,1.98,0.0,11.18,0.0,0.0,0.0,15.14,0.0,0.0,0.0,0.0,0.0,65.2,0.35,1.62,0.0,59.64
19111,8.0,0.0,6.0,18.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,19.0,0.0,26.0,3.0,4.0,0.0,51.9
19112,9.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,8.0,0.0,38.0,0.0,12.0,0.0,57.1
19113,10.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,3.0,0.0,38.0,0.0,12.0,0.0,56.1
19114,9.0,0.0,4.0,15.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,3.0,0.0,41.0,0.0,11.0,0.0,56.4
19115,9.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,8.0,0.0,33.0,3.0,12.0,0.0,56.5
19116,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,4.0,0.0,45.0,3.0,18.0,0.0,57.9
19117,2.0,0.0,7.0,10.0,17.0,4.0,0.0,0.0,4.0,0.0,0.0,14.0,12.0,0.0,15.0,0.0,15.0,0.0,49.2
19118,2.0,0.0,2.0,3.0,17.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,10.0,0.0,48.0,0.0,3.0,0.0,55.9
19119,16.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,24.0,0.0,37.0,0.0,5.0,0.0,52.7
19120,11.0,0.0,0.0,13.0,2.0,8.0,0.0,0.0,10.0,0.0,0.0,7.0,8.0,0.0,30.0,1.0,10.0,0.0,52.7
19121,5.0,7.0,0.0,0.0,10.0,0.0,51.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,24.6
19122,5.0,7.0,0.0,0.0,10.0,0.0,51.9,0.0,0.0,0.1,0.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,24.3
19123,8.0,7.0,0.0,0.0,7.0,0.0,51.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,25.3
19124,10.0,7.0,0.0,0.0,5.0,0.0,51.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,25.7
19125,4.72,6.6,0.0,0.0,9.43,0.0,48.96,0.0,0.0,0.08999999999999998,2.83,2.83,0.0,0.0,24.53,0.0,0.0,0.0,25.3
19126,4.76,6.67,0.0,0.0,9.52,4.76,49.43,0.0,0.0,0.1,0.0,0.0,0.0,0.0,24.76,0.0,0.0,0.0,24.9
19127,4.76,6.67,0.0,4.76,9.52,0.0,49.43,0.0,0.0,0.1,0.0,0.0,0.0,0.0,24.76,0.0,0.0,0.0,25.1
19128,4.9,6.86,3.92,0.0,9.8,0.0,48.92,0.0,0.0,0.1,0.0,0.0,0.0,0.0,25.49,0.0,0.0,0.0,24.9
19129,4.81,6.73,7.69,0.0,9.62,0.0,46.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.3
19151,4.0,12.11,7.01,0.0,0.0,0.0,8.01,0.0,0.0,0.02,0.0,23.01,0.0,18.02,9.01,3.0,15.81,0.0,35.4
